id,start_time,start_time_local,end_time,end_time_local,duration,distance,user_id,score
39,2016-11-15 13:36:46+00:00,2016-11-15 08:36:46,2016-11-15 14:03:39+00:00,2016-11-15 09:03:39,26.0,16510.3,1,100.0
40,2016-11-14 13:46:18+00:00,2016-11-14 08:46:18,2016-11-14 14:02:54+00:00,2016-11-14 09:02:54,16.0,16365.9,1,54.7437
41,2016-11-04 21:42:35+00:00,2016-11-04 17:42:35,2016-11-04 22:08:55+00:00,2016-11-04 18:08:55,26.0,16985.7,1,100.0
42,2016-11-16 13:31:09+00:00,2016-11-16 08:31:09,2016-11-16 14:02:40+00:00,2016-11-16 09:02:40,31.0,24941.7,1,52.7063
43,2016-11-17 13:40:25+00:00,2016-11-17 08:40:25,2016-11-17 14:03:01+00:00,2016-11-17 09:03:01,22.0,16561.6,1,88.9348
44,2016-11-22 12:19:22+00:00,2016-11-22 07:19:22,2016-11-22 12:47:09+00:00,2016-11-22 07:47:09,27.0,14698.2,1,100.0
45,2016-11-22 12:48:07+00:00,2016-11-22 07:48:07,2016-11-22 13:20:46+00:00,2016-11-22 08:20:46,32.0,4703.78,1,100.0
46,2016-11-13 22:10:24+00:00,2016-11-13 17:10:24,2016-11-13 22:27:24+00:00,2016-11-13 17:27:24,17.0,4772.18,1,100.0
47,2016-11-14 22:41:53+00:00,2016-11-14 17:41:53,2016-11-14 23:09:56+00:00,2016-11-14 18:09:56,28.0,17385.4,1,86.8066
48,2016-11-15 21:48:28+00:00,2016-11-15 16:48:28,2016-11-15 22:17:37+00:00,2016-11-15 17:17:37,29.0,18224.8,1,91.7628
49,2016-11-16 23:01:47+00:00,2016-11-16 18:01:47,2016-11-16 23:25:49+00:00,2016-11-16 18:25:49,24.0,16879.5,1,100.0
50,2016-11-17 22:54:04+00:00,2016-11-17 17:54:04,2016-11-17 23:23:52+00:00,2016-11-17 18:23:52,29.0,16906.2,1,91.6097
51,2016-11-22 22:12:49+00:00,2016-11-22 17:12:49,2016-11-22 22:35:31+00:00,2016-11-22 17:35:31,22.0,4257.33,1,100.0
52,2016-11-22 22:51:17+00:00,2016-11-22 17:51:17,2016-11-22 23:22:07+00:00,2016-11-22 18:22:07,30.0,13139.3,1,100.0
53,2016-11-24 01:26:20+00:00,2016-11-23 20:26:20,2016-11-24 01:53:01+00:00,2016-11-23 20:53:01,26.0,32596.3,2,90.63
54,2016-10-31 22:03:39+00:00,2016-11-01 07:03:39,2016-10-31 22:58:42+00:00,2016-11-01 07:58:42,55.0,69915.4,2,81.84
55,2016-11-23 02:19:09+00:00,2016-11-22 21:19:09,2016-11-23 02:57:11+00:00,2016-11-22 21:57:11,38.0,43381.5,2,80.28
56,2016-11-27 02:06:52+00:00,2016-11-26 21:06:52,2016-11-27 02:20:10+00:00,2016-11-26 21:20:10,13.0,18444.3,2,100.0
57,2016-11-28 23:44:57+00:00,2016-11-28 18:44:57,2016-11-29 01:19:53+00:00,2016-11-28 20:19:53,94.0,88032.9,2,94.73
58,2016-11-21 12:52:47+00:00,2016-11-21 07:52:47,2016-11-21 13:49:11+00:00,2016-11-21 08:49:11,56.0,61013.4,2,100.0
59,2016-11-20 17:48:43+00:00,2016-11-20 12:48:43,2016-11-20 18:21:59+00:00,2016-11-20 13:21:59,33.0,30626.9,2,84.97
60,2016-11-23 14:38:16+00:00,2016-11-23 09:38:16,2016-11-23 17:50:05+00:00,2016-11-23 12:50:05,191.0,286191.0,2,81.75
